Geneid	SRR9106183	SRR9106184	SRR9106185	SRR9106186	SRR9106187	SRR9106188	SRR9106189	SRR9106190	SRR9106191	SRR9106192	SRR9106193	SRR9106194	SRR9106195	SRR9106196	SRR9106197	SRR9106198	SRR9106199	SRR9106200	SRR9106201	SRR9106202	SRR9106203	SRR9106204	SRR9106205	SRR9106206	SRR9106207	SRR9106208	SRR9106209	SRR9106210	SRR9106211	SRR9106212	SRR9106213	SRR9106214	SRR9106215	SRR9106216	SRR9106217	SRR9106218	SRR9106219	SRR9106220	SRR9106221	SRR9106222	SRR9106223	SRR9106224	SRR9106225	SRR9106226	SRR9106227	SRR9106228	SRR9106229	SRR9106230	SRR9106231	SRR9106232	SRR9106233	SRR9106234	SRR9106235	SRR9106236	SRR9106237	SRR9106238	SRR9106239	SRR9106240	SRR9106241	SRR9106242	SRR9106243	SRR9106244	SRR9106245	SRR9106246	SRR9106247	SRR9106248	SRR9106249	SRR9106250	SRR9106251	SRR9106252	SRR9106253	SRR9106254	SRR9106255
TRINITY_DN4407_c0_g1_i32.p3	1	4	0	1	3	0	2	1	0	0	1	1	0	2	1	4	3	0	0	0	0	0	0	0	0	0	3	1	3	1	2	0	1	2	0	2	3	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN44095_c0_g1_i1.p1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4409_c0_g2_i1.p1	3	1	3	1	1	1	0	0	0	1	0	0	0	3	0	2	2	0	0	0	0	0	0	0	0	0	4	6	6	2	1	0	0	0	0	8	11	7	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4409_c0_g2_i5.p1	1	1	3	0	1	3	0	0	0	1	0	0	0	4	0	2	1	0	0	0	0	0	0	0	0	0	1	1	6	3	2	0	0	0	0	13	8	9	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4409_c0_g2_i9.p1	1	2	3	0	3	5	0	0	0	2	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	4	5	9	4	2	0	0	0	0	16	14	10	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN440_c0_g1_i1.p3	11	5	7	4	4	5	9	0	1	1	0	0	0	10	11	23	28	2	0	0	0	0	0	0	0	0	5	10	1	1	0	2	0	0	0	26	19	19	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN440_c0_g1_i2.p1	6	6	4	4	5	8	5	0	0	1	1	1	0	19	16	19	19	1	0	0	0	0	0	0	0	0	6	2	3	1	0	0	0	0	0	26	17	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN440_c0_g1_i5.p3	18	4	12	6	7	8	7	6	3	1	1	0	0	45	30	52	44	0	0	0	0	0	0	0	0	0	8	4	8	1	0	0	0	0	0	41	31	29	5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN440_c0_g1_i7.p2	8	2	2	6	0	5	0	0	0	0	0	0	0	31	17	14	10	1	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	0	0	5	10	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN440_c0_g1_i9.p1	26	18	15	8	16	15	15	4	0	0	2	4	0	56	50	52	59	7	0	0	0	0	0	0	0	0	20	20	14	13	0	1	0	0	0	55	42	49	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4413_c0_g2_i11.p1	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	3	1	0	2	1	0	1	0	0	0	3	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4415_c0_g2_i5.p1	2	4	5	2	5	2	2	1	1	1	1	1	2	2	4	5	2	0	0	0	1	0	0	0	0	0	7	6	4	3	1	0	1	1	0	15	13	12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4418_c0_g1_i1.p2	0	1	3	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	1	7	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN4418_c0_g1_i2.p2	0	1	0	1	2	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN441_c0_g1_i11.p2	5	1	3	2	3	4	2	2	2	4	4	3	1	0	0	0	4	0	1	0	3	0	3	0	2	0	7	2	1	1	2	2	1	3	0	1	6	2	0	7	3	8	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN441_c0_g1_i15.p1	16	13	10	12	20	16	11	2	8	5	7	0	3	14	19	12	3	0	5	2	3	5	1	2	1	0	17	16	19	10	6	2	7	8	1	35	27	26	6	20	12	17	18	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN441_c0_g1_i16.p2	4	5	3	2	6	2	4	1	4	4	1	0	2	6	1	1	3	0	3	1	2	0	0	2	1	0	2	5	3	3	0	3	0	4	0	9	9	7	1	5	2	8	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN441_c0_g1_i18.p1	20	9	18	15	9	19	7	10	6	9	15	18	9	11	11	7	6	0	3	7	3	14	9	11	2	5	16	15	15	10	12	15	8	21	6	43	35	32	9	20	10	26	14	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TRINITY_DN441_c0_g1_i28.p1	12	0	3	3	3	9	3	4	5	7	4	2	2	3	6	2	6	1	0	1	4	1	4	0	4	0	5	1	2	1	3	5	3	3	1	7	14	6	1	9	1	8	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN441_c0_g1_i30.p1	3	3	1	13	14	2	7	3	2	4	3	2	1	5	5	5	3	0	0	1	0	0	3	1	0	0	7	7	9	6	0	0	2	0	0	6	7	12	3	5	2	1	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN441_c0_g1_i31.p1	5	1	4	3	6	5	3	2	4	5	3	2	1	1	4	0	5	0	1	0	5	0	3	0	3	0	13	1	3	2	2	2	2	2	0	3	8	7	0	7	3	6	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN441_c0_g1_i8.p1	3	2	3	5	2	3	1	0	2	1	3	1	1	2	6	2	0	0	1	0	0	2	0	0	0	0	2	0	3	4	0	3	1	2	0	6	10	5	0	4	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN441_c0_g1_i9.p1	9	13	9	9	15	10	10	2	9	3	5	0	1	10	11	11	4	0	5	2	2	2	1	1	1	0	14	17	16	9	5	3	5	5	1	27	19	21	6	18	6	15	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN441_c0_g2_i1.p5	4	4	9	9	5	7	1	2	2	2	3	2	1	7	5	4	12	1	1	2	2	0	0	2	2	1	6	12	6	5	6	2	1	7	0	39	19	16	2	5	3	5	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN441_c0_g2_i11.p1	8	8	10	17	14	15	10	2	5	3	1	3	2	8	12	10	12	2	0	1	1	2	0	1	2	2	38	47	36	17	14	11	15	13	2	74	57	58	3	14	29	21	15	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN441_c0_g2_i3.p6	2	0	1	4	0	1	0	1	1	0	2	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	3	5	0	5	2	0	2	0	12	4	7	0	4	1	1	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
TRINITY_DN441_c0_g2_i6.p3	19	24	25	12	20	24	23	10	6	7	6	4	4	19	19	19	31	1	4	1	2	1	3	3	3	1	37	48	47	29	18	12	19	24	11	75	71	74	11	33	22	42	20	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
