Geneid	SRR9106183	SRR9106184	SRR9106185	SRR9106186	SRR9106187	SRR9106188	SRR9106189	SRR9106190	SRR9106191	SRR9106192	SRR9106193	SRR9106194	SRR9106195	SRR9106196	SRR9106197	SRR9106198	SRR9106199	SRR9106200	SRR9106201	SRR9106202	SRR9106203	SRR9106204	SRR9106205	SRR9106206	SRR9106207	SRR9106208	SRR9106209	SRR9106210	SRR9106211	SRR9106212	SRR9106213	SRR9106214	SRR9106215	SRR9106216	SRR9106217	SRR9106218	SRR9106219	SRR9106220	SRR9106221	SRR9106222	SRR9106223	SRR9106224	SRR9106225	SRR9106226	SRR9106227	SRR9106228	SRR9106229	SRR9106230	SRR9106231	SRR9106232	SRR9106233	SRR9106234	SRR9106235	SRR9106236	SRR9106237	SRR9106238	SRR9106239	SRR9106240	SRR9106241	SRR9106242	SRR9106243	SRR9106244	SRR9106245	SRR9106246	SRR9106247	SRR9106248	SRR9106249	SRR9106250	SRR9106251	SRR9106252	SRR9106253	SRR9106254	SRR9106255
TRINITY_DN5787_c0_g2_i4.p2	1	2	1	0	2	2	2	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	8	5	4	3	2	1	1	0	0	8	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5787_c0_g3_i1.p2	0	1	0	2	0	3	2	0	1	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	2	10	5	3	0	0	0	1	0	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5789_c0_g1_i29.p1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5789_c0_g1_i3.p1	1	1	0	0	0	2	0	0	0	0	0	0	0	5	3	6	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	2	4	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN578_c0_g2_i1.p2	2	3	2	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	2	1	0	0	1	0	0	8	6	7	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN578_c0_g3_i2.p1	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	4	5	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN578_c0_g5_i5.p2	0	1	2	2	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	6	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c0_g1_i1.p3	3	4	4	5	3	6	2	0	0	0	0	1	0	251	182	247	219	9	1	0	0	0	0	0	0	0	28	4	6	4	0	0	0	0	0	95	118	115	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c0_g2_i1.p1	4	2	1	1	1	0	5	0	0	4	0	0	0	47	53	57	70	7	0	0	0	0	1	0	0	0	17	11	16	10	0	0	0	0	0	224	180	257	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c0_g2_i12.p2	5	9	6	7	11	7	8	1	0	5	0	0	0	129	47	57	57	6	0	0	0	0	1	0	0	0	44	34	18	11	0	0	0	1	0	408	344	415	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c0_g2_i4.p1	0	1	0	1	1	0	0	0	0	0	0	0	0	6	14	10	6	2	0	0	0	0	0	0	0	0	8	2	0	3	0	0	0	1	0	87	101	85	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c0_g2_i5.p3	3	2	1	0	2	0	5	0	0	5	0	0	0	152	159	185	51	4	0	0	0	0	1	0	0	0	17	27	17	7	0	0	0	1	0	264	287	182	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c0_g2_i6.p1	4	8	6	6	10	6	8	1	0	3	0	0	0	27	27	28	18	4	0	0	0	0	0	0	0	0	25	13	12	5	0	0	0	0	0	158	143	106	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c0_g2_i8.p2	7	12	8	7	11	9	12	1	0	6	0	0	0	30	24	29	27	3	0	0	0	0	0	0	0	0	34	15	19	9	0	0	0	0	0	161	137	90	15	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c0_g2_i9.p1	1	1	0	1	1	0	0	0	0	0	0	0	0	48	37	64	64	4	0	0	0	0	1	0	0	0	22	8	10	6	0	0	0	1	0	233	195	316	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c10_g1_i1.p3	1	3	1	2	0	1	1	0	0	0	0	0	1	6	3	6	3	0	0	0	0	0	0	0	0	0	2	2	2	1	0	0	0	0	0	26	45	32	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c11_g1_i1.p2	0	2	1	0	0	0	0	0	2	0	0	0	0	8	17	12	23	0	0	0	1	0	2	0	0	0	6	13	6	2	0	0	0	0	0	253	289	295	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c11_g1_i12.p1	0	2	1	0	0	0	0	0	1	0	0	0	0	25	19	14	26	0	0	0	0	0	2	0	0	0	5	12	6	4	0	0	0	0	0	192	269	286	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c11_g1_i14.p3	0	1	0	0	0	0	0	0	1	0	0	0	0	8	7	11	14	0	0	0	1	0	1	0	0	0	8	8	14	2	0	0	0	0	0	398	289	322	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c11_g1_i15.p4	0	0	1	0	0	0	0	0	2	0	0	0	0	4	9	9	10	0	0	0	1	0	0	0	0	0	3	5	3	2	0	0	0	0	0	150	136	125	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c11_g1_i16.p1	0	6	0	0	0	0	0	0	0	0	0	2	0	16	25	27	24	0	0	0	0	0	1	0	0	0	1	3	4	7	0	0	0	1	0	114	135	166	27	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c11_g1_i20.p3	0	3	0	0	0	0	0	0	0	0	0	2	0	6	18	9	13	0	0	0	0	0	2	0	0	0	3	6	8	6	0	0	0	0	0	69	122	146	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c11_g1_i21.p3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	6	9	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	62	39	59	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c11_g1_i22.p2	0	8	0	0	0	0	0	0	1	0	0	0	0	18	12	27	25	0	0	0	1	0	0	0	0	0	5	6	7	9	0	0	0	1	0	307	207	217	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c11_g1_i3.p2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	4	6	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	21	22	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c11_g1_i30.p1	0	5	0	0	0	0	0	0	0	0	0	0	0	15	16	23	22	0	0	0	0	0	0	0	0	0	2	2	4	5	0	0	0	1	0	77	69	130	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c11_g1_i33.p3	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	11	13	0	0	0	0	0	0	0	0	0	6	5	4	4	0	0	0	0	0	279	201	235	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c11_g1_i36.p1	0	0	1	0	0	0	0	0	2	0	0	0	0	13	11	17	19	0	0	0	1	0	0	0	0	0	11	10	7	4	0	0	0	0	0	358	265	284	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c11_g1_i6.p3	0	2	0	0	0	0	0	0	0	0	0	2	0	3	6	4	5	0	0	0	0	0	2	0	0	0	2	2	2	2	0	0	0	0	0	60	107	124	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c11_g1_i8.p1	0	2	1	0	0	0	0	0	1	0	0	2	0	27	17	14	17	0	0	0	0	0	2	0	0	0	5	11	6	6	0	0	0	0	0	174	250	275	29	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c11_g2_i1.p3	0	1	0	0	0	0	0	0	0	0	0	2	0	30	26	40	26	0	0	0	0	0	1	0	0	0	0	0	2	4	0	0	0	2	0	80	88	94	14	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c11_g2_i2.p5	0	0	1	0	0	0	0	0	0	0	0	0	0	10	23	16	17	0	0	0	0	0	0	0	0	0	3	3	2	1	0	0	0	0	0	73	80	82	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c11_g2_i3.p1	0	2	0	0	0	0	0	0	0	0	0	2	0	4	7	6	7	0	0	0	0	0	2	0	0	0	4	2	2	2	0	0	0	0	0	143	166	171	17	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c11_g2_i4.p2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	12	7	0	0	0	0	0	0	0	0	0	1	1	4	4	0	0	0	0	0	82	137	117	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c11_g2_i7.p1	0	2	0	0	0	0	0	0	0	0	0	2	0	39	32	51	37	5	0	0	0	0	2	0	0	0	13	9	4	7	0	0	0	2	0	264	316	313	31	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c11_g2_i8.p1	0	3	1	0	0	0	0	0	0	0	0	0	0	6	14	9	14	1	0	0	0	0	1	0	0	0	3	3	3	0	0	0	0	0	0	47	84	95	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c12_g1_i1.p4	0	1	2	0	0	0	0	0	0	0	0	0	0	5	7	6	2	1	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	1	131	207	190	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c12_g1_i2.p1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	10	9	5	1	0	0	1	0	0	0	0	0	0	3	2	0	0	0	2	0	1	176	126	131	19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c13_g1_i1.p1	0	0	0	0	2	0	2	0	0	2	4	0	0	19	30	12	17	5	0	0	0	0	0	0	0	0	6	14	10	6	0	0	0	0	0	258	242	223	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c14_g1_i1.p3	1	0	1	0	0	0	0	0	0	0	0	0	0	7	13	5	16	0	0	0	0	0	0	0	0	0	4	2	1	1	0	0	0	0	0	52	45	35	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c15_g1_i1.p2	0	0	1	0	0	0	0	0	0	0	0	0	0	3	6	1	7	2	0	0	0	0	0	0	0	0	5	3	2	1	0	0	0	0	0	55	60	59	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c16_g1_i1.p2	0	0	4	0	0	0	1	0	0	0	0	0	0	3	3	2	3	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	48	43	29	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c1_g1_i1.p1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	85	97	116	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c1_g1_i2.p1	0	0	0	2	2	0	1	0	0	0	0	0	0	3	3	3	5	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	113	118	153	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c1_g1_i3.p1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	7	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c1_g1_i3.p3	0	0	0	0	0	0	0	0	0	0	0	0	0	14	8	8	5	1	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	53	53	64	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c22_g1_i1.p2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	26	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c23_g1_i1.p4	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	3	5	5	4	0	0	0	0	0	61	56	58	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c24_g1_i1.p2	0	0	1	2	0	0	0	0	0	0	0	0	0	5	3	8	5	1	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	37	48	38	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c2_g1_i1.p3	0	0	0	0	0	0	0	1	0	0	0	0	0	9	5	9	9	3	0	0	0	0	0	1	0	0	5	1	7	2	0	0	0	0	0	98	53	86	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c2_g1_i2.p2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	3	1	3	1	0	0	0	0	0	82	57	71	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c4_g1_i3.p4	0	0	0	0	1	1	0	3	0	0	0	0	0	22	17	16	24	1	0	0	0	0	0	0	0	0	7	5	8	7	0	0	0	0	0	227	206	186	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c4_g1_i4.p2	0	0	0	0	1	1	0	2	0	0	0	0	0	15	12	14	18	1	0	0	0	0	0	0	0	0	6	4	5	5	0	0	0	0	0	148	134	123	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c4_g1_i5.p2	0	0	0	0	0	1	0	1	0	0	0	0	0	12	9	12	13	2	0	0	0	0	0	0	0	0	7	4	7	6	0	0	0	0	0	173	178	176	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5790_c8_g1_i1.p3	0	0	0	0	0	1	0	0	0	0	0	0	0	2	5	5	4	0	0	0	0	0	0	0	0	0	3	2	2	3	0	0	0	0	0	44	54	48	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5791_c0_g1_i3.p2	6	0	0	0	0	3	3	0	0	0	0	0	0	7	0	1	1	0	0	0	0	0	0	0	0	0	15	15	7	9	0	3	1	5	0	13	12	10	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5793_c0_g2_i6.p1	0	1	0	2	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	1	2	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRINITY_DN5794_c0_g1_i1.p2	2	0	1	3	2	1	3	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5794_c0_g2_i2.p3	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	7	1	2	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	2	2	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5796_c0_g1_i11.p2	1	0	0	0	0	0	2	1	1	1	1	1	1	1	0	0	3	0	0	1	0	0	2	0	0	0	0	3	4	0	0	0	0	1	0	0	1	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5798_c0_g1_i2.p2	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	4	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN579_c0_g1_i10.p1	1	0	0	2	2	0	1	0	0	1	0	1	0	3	0	1	3	0	1	1	0	0	0	0	0	0	4	15	2	2	3	0	0	4	0	9	6	7	1	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN579_c0_g1_i2.p2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN579_c0_g1_i25.p2	1	2	2	0	2	0	0	1	3	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	3	2	1	0	0	1	2	1	0	8	9	15	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN579_c0_g1_i49.p1	1	0	0	3	3	0	2	0	0	2	1	1	0	5	0	2	3	0	1	1	0	1	1	1	0	0	6	18	6	4	6	0	0	3	0	22	12	18	5	3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN579_c0_g1_i51.p1	3	1	3	0	5	0	2	1	3	1	1	0	2	0	2	1	1	0	0	1	0	1	0	0	0	0	5	9	4	3	1	1	4	2	0	16	17	15	6	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN579_c0_g1_i69.p1	2	1	4	0	4	0	2	1	3	0	1	1	2	1	2	0	1	0	0	1	0	0	0	0	0	0	4	6	2	2	0	1	4	2	0	13	12	20	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN579_c0_g1_i73.p1	2	2	1	0	1	2	1	1	1	1	1	0	1	3	1	1	3	0	0	0	0	1	0	0	0	0	2	5	3	2	1	0	0	0	0	7	8	10	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN579_c0_g2_i10.p1	1	0	1	4	0	1	1	0	0	0	0	0	0	5	2	1	3	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	5	3	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN579_c0_g2_i4.p3	0	2	0	2	0	1	0	0	0	0	0	0	0	4	4	5	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	2	11	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN579_c0_g2_i7.p3	0	2	0	2	0	1	0	0	0	0	0	0	0	4	4	5	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	2	11	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN579_c0_g2_i9.p3	2	2	0	4	2	1	1	0	0	0	1	0	0	5	6	8	6	0	0	0	0	0	0	0	0	0	4	4	3	0	1	1	0	0	0	10	12	19	1	2	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN57_c0_g1_i13.p1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	3	1	3	0	2	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0
TRINITY_DN57_c0_g1_i30.p2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	2	0	0	1	1	0	1	1	1	0	3	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TRINITY_DN57_c0_g1_i39.p1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	2	2	1	1	0	1	1	0	0	0	0	0	4	3	1	3	0	0	0	0	0	0	0	0	3	1	4	2	2	1	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0
TRINITY_DN57_c0_g1_i43.p1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	3	1	3	0	2	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0
TRINITY_DN57_c0_g1_i7.p1	1	1	0	1	4	2	0	5	3	2	3	1	0	0	1	1	0	0	1	3	2	2	1	5	0	2	25	22	23	9	16	20	29	20	8	4	1	2	1	26	34	38	27	20	14	12	24	9	10	11	7	133	156	162	148	154	100	35	30	42	58	34	38	29	26	28	30	32	35	36	36	31	27
TRINITY_DN5800_c0_g1_i14.p1	1	1	1	2	3	0	2	1	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	6	6	7	6	0	0	0	0	0	10	15	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRINITY_DN5800_c0_g1_i17.p1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	2	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
